# H0 k Omega_rbh chi2
7.294626046574600764e+01 3.188981731772589701e+00 1.043366012726620363e-02 1.047573694791061705e+01
7.294626046574600764e+01 3.188981731772589701e+00 1.043366012726620363e-02 1.047573694791061705e+01
7.294626046574600764e+01 3.188981731772589701e+00 1.043366012726620363e-02 1.047573694791061705e+01
7.294626046574600764e+01 3.188981731772589701e+00 1.043366012726620363e-02 1.047573694791061705e+01
7.294626046574600764e+01 3.188981731772589701e+00 1.043366012726620363e-02 1.047573694791061705e+01
7.260300871810412104e+01 3.272222835705341559e+00 1.137129285513328002e-02 1.056092758131877574e+01
7.272230195652184648e+01 3.535770811381180323e+00 2.075002660614332084e-02 1.057534551639826503e+01
7.229020150713176918e+01 3.500690175283262651e+00 2.176412683479448176e-02 1.089878227217668005e+01
7.235994166529285110e+01 3.326130069427656544e+00 2.008300325905308659e-02 1.081963853654828078e+01
7.235994166529285110e+01 3.326130069427656544e+00 2.008300325905308659e-02 1.081963853654828078e+01
7.222933035656988920e+01 3.878049361378716142e+00 1.394918213465914415e-02 1.090565010857472750e+01
7.256696899470436790e+01 3.952059845152315454e+00 2.299721053056704573e-02 1.064215843668756278e+01
7.263173480084175537e+01 4.024302596381841290e+00 3.470189550388272370e-02 1.068591346358635974e+01
7.241941067961182910e+01 3.981201737639672888e+00 4.894261980657226008e-02 1.093625054510478378e+01
7.237783866920304376e+01 3.477568702630908337e+00 4.057129567943505016e-02 1.096365489440360719e+01
7.204139009547434114e+01 3.716419586581961365e+00 2.679960781658000113e-02 1.126511906812411823e+01
7.181270215370295773e+01 3.289206047859828175e+00 3.100471053141068412e-02 1.173851113769423549e+01
7.181834921436730212e+01 3.241980577466445634e+00 5.742033959543925425e-02 1.195987042647159093e+01
7.175874823027999128e+01 3.106129739843110027e+00 6.038459340956836563e-02 1.213601548003838992e+01
7.199152072905566513e+01 3.149819108935662193e+00 5.615812714928326149e-02 1.165636183178894214e+01
7.232476100789362761e+01 3.382899969205856117e+00 6.180284130280368216e-02 1.123501349835595597e+01
7.261880672403491133e+01 3.284915292618983074e+00 6.982780758398882126e-02 1.115254140559546592e+01
7.294872779778366123e+01 3.260107272006983248e+00 6.218435997680699101e-02 1.104088743724577881e+01
7.321361328308360328e+01 3.345349412921605037e+00 7.401858839115496580e-02 1.130551932813730076e+01
7.321361328308360328e+01 3.345349412921605037e+00 7.401858839115496580e-02 1.130551932813730076e+01
7.311625294956436960e+01 3.166444548958398553e+00 6.848297332406366733e-02 1.122548159201529749e+01
7.235362653972592284e+01 3.356559225026279680e+00 7.191679863166709763e-02 1.132510972541586369e+01
7.250192534681259815e+01 3.246832682102501089e+00 6.980261856378250362e-02 1.122124404579305157e+01
7.253921183997373134e+01 3.285228306734544468e+00 8.633271270397667452e-02 1.139852465232417877e+01
7.256381966916308102e+01 3.083897315211559853e+00 8.802750972867025292e-02 1.149996269669170879e+01
7.273484024879601861e+01 3.199809494844593427e+00 7.511150311668289559e-02 1.121960409783297941e+01
7.292708137793398748e+01 2.958164782905329915e+00 7.355772964829003502e-02 1.130493621977217167e+01
7.288558472061902194e+01 3.115178692375220493e+00 6.874385461784211782e-02 1.116176050848607559e+01
7.276455555420621124e+01 3.062564535862027704e+00 6.908548934435897182e-02 1.118204224430467697e+01
7.306052999722268737e+01 3.278255629568914031e+00 8.700425487950776138e-02 1.141949209272507026e+01
7.316067113459277493e+01 3.276293867425335016e+00 9.175228892696761507e-02 1.155546056981092384e+01
7.304764493388533708e+01 3.476670197363030290e+00 1.036318376367752481e-01 1.155705775559985504e+01
7.304764493388533708e+01 3.476670197363030290e+00 1.036318376367752481e-01 1.155705775559985504e+01
7.323329355870892243e+01 3.431562813631508391e+00 1.164577735227276256e-01 1.191182978166243700e+01
7.323329355870892243e+01 3.431562813631508391e+00 1.164577735227276256e-01 1.191182978166243700e+01
7.332284033488964781e+01 3.163854893690287717e+00 1.290102767297271746e-01 1.243944735833514414e+01
7.312281395593795708e+01 3.066997422358180625e+00 1.208920280450477697e-01 1.217691077925645615e+01
7.341781972840018966e+01 2.983441918754406341e+00 1.271537785167478340e-01 1.270517608021694045e+01
7.279800546585531151e+01 3.177863694708906728e+00 1.268385062677398756e-01 1.204471944902298119e+01
7.250732425851253993e+01 3.420402595794374445e+00 1.191636262452107492e-01 1.180107680092586797e+01
7.166250533140956236e+01 3.690608386759619997e+00 1.192035614863379139e-01 1.277452839798634443e+01
7.212618271245533208e+01 3.811489130066852304e+00 1.285230278715436547e-01 1.203772150506645211e+01
7.220556867234370202e+01 3.515898658242984975e+00 1.292866370313721647e-01 1.211448252421650551e+01
7.240474760823769884e+01 3.656048556782666381e+00 1.183698433342185719e-01 1.172306061212561268e+01
7.269932798593592338e+01 3.598866099233791083e+00 1.135290036649030110e-01 1.156421266707091888e+01
7.269932798593592338e+01 3.598866099233791083e+00 1.135290036649030110e-01 1.156421266707091888e+01
7.288896552335322099e+01 3.611178852232131309e+00 1.043112881670044401e-01 1.144334342100878921e+01
7.254333385357699626e+01 3.437444113039411775e+00 9.532307919398336216e-02 1.145115482574951926e+01
7.218233975463802210e+01 3.660302555522611190e+00 1.129687959469112823e-01 1.186317878201431597e+01
7.187675218505060570e+01 3.406800070266659652e+00 1.258629819336843647e-01 1.258239707278828234e+01
7.220376696176687403e+01 3.270951402382605622e+00 1.297409981219312669e-01 1.228283301300040264e+01
7.274274466978744158e+01 3.412242155954382739e+00 1.295399861051125256e-01 1.190437642360810777e+01
7.304206863686313511e+01 3.824022857532483055e+00 1.220429678327302481e-01 1.162146260202884740e+01
7.344162039479337523e+01 3.796079688884931969e+00 1.342520955066686950e-01 1.217275361025326319e+01
7.332342812601952176e+01 3.889289522856701264e+00 1.288142929064386433e-01 1.189711033384902450e+01
7.332342812601952176e+01 3.889289522856701264e+00 1.288142929064386433e-01 1.189711033384902450e+01
7.298458575044448082e+01 4.124242739465284302e+00 1.407132000888161594e-01 1.166438998560211715e+01
7.298458575044448082e+01 4.124242739465284302e+00 1.407132000888161594e-01 1.166438998560211715e+01
7.334455638715834880e+01 4.268730950523854872e+00 1.235852809271412445e-01 1.166505651136156985e+01
7.328238814722773498e+01 3.943486551133835505e+00 1.228392913030010025e-01 1.174751459519603358e+01
7.305273932409146198e+01 3.983528846977490101e+00 1.302323430902620205e-01 1.164573092741434124e+01
7.310069686964688174e+01 4.087669425171423399e+00 1.270246722030100861e-01 1.158256740316856970e+01
7.254086912132339648e+01 4.217176173561163921e+00 1.269183728830733104e-01 1.148779656554170003e+01
7.241505604059940993e+01 4.247477822129660296e+00 1.070286720579796957e-01 1.136881067522864974e+01
7.180250535247721189e+01 4.229416236624517822e+00 8.958207743790655431e-02 1.207103776151504704e+01
7.156027073783802450e+01 4.170776760904717051e+00 8.230598628780001758e-02 1.256629822866446489e+01
7.150983286592179411e+01 4.078862720317234292e+00 8.358262063004885667e-02 1.271675540078422806e+01
7.151541156119523635e+01 3.875568800620257992e+00 8.442161798538168338e-02 1.274680805044084764e+01
7.136525500256558985e+01 4.221901473595918830e+00 9.089811625475356649e-02 1.312825694760061523e+01
7.126706560055509954e+01 4.427002945525770450e+00 8.053103613532085203e-02 1.332195255617226337e+01
7.149902587519503072e+01 4.985607502137100688e+00 7.344459326848161440e-02 1.257150340921738518e+01
7.166234668239818006e+01 4.911814118866339562e+00 6.160511354792229388e-02 1.212040734363029770e+01
7.229375067215370620e+01 4.952625638015219600e+00 6.907471145264168499e-02 1.107974965752403662e+01
7.224833860928026752e+01 4.489328732763717689e+00 5.815098208343078695e-02 1.111701974406069127e+01
7.212640993836167524e+01 4.379810612599399633e+00 6.593699260657799599e-02 1.133665408236591787e+01
7.174423387239426120e+01 4.488335431514848040e+00 6.249610897075364574e-02 1.198005788904116642e+01
7.174895916604073420e+01 4.013870541669727565e+00 6.235540884930954736e-02 1.202334325466916276e+01
7.161097908231913323e+01 3.858478000491384119e+00 7.527693547703970256e-02 1.244780031461317726e+01
7.155039620166290604e+01 4.236668004340106819e+00 6.558572780174680428e-02 1.247520921117365056e+01
7.155039620166290604e+01 4.236668004340106819e+00 6.558572780174680428e-02 1.247520921117365056e+01
7.154856014368974115e+01 3.986921847727499468e+00 5.701564169595245424e-02 1.245455458764148204e+01
7.128931481866919739e+01 3.848495489742683517e+00 4.076947955314229322e-02 1.308952890141719294e+01
7.149761677624290712e+01 3.981345171517998160e+00 4.996984473969200147e-02 1.254291622515535565e+01
7.146397033633793683e+01 4.034621764167621194e+00 4.689735492954264645e-02 1.261007083457168498e+01
7.114244307574591630e+01 3.652004096694542401e+00 5.417367895413006257e-02 1.364827770724093448e+01
7.095264502141850471e+01 3.445247534388049093e+00 4.799370701741108997e-02 1.428732983928168032e+01
7.137616704323797023e+01 3.560338008639576834e+00 5.316488351954751224e-02 1.293674639784480718e+01
7.175094140109833063e+01 3.531475459321904875e+00 4.592101384544514109e-02 1.195781744099267030e+01
7.163847848238241056e+01 3.465468876184900182e+00 5.039464505790954701e-02 1.225042889702792159e+01
7.163847848238241056e+01 3.465468876184900182e+00 5.039464505790954701e-02 1.225042889702792159e+01
7.187424632568476568e+01 3.302992286222863783e+00 4.880450791411539840e-02 1.176353497683319738e+01
7.215119352689377763e+01 3.688581545315622545e+00 4.351986000867313215e-02 1.122404181859553240e+01
7.233842844930762794e+01 4.301430742327799095e+00 4.946683945120158854e-02 1.098155064378557277e+01
7.238988408014415654e+01 4.449432580063150233e+00 4.280308520269104910e-02 1.087579848036388874e+01
7.230716009590175020e+01 4.157868906717545165e+00 6.944239511197237980e-02 1.117431474057198315e+01
7.229201683282278168e+01 4.029168196732583418e+00 5.147751528566767848e-02 1.107363344747290412e+01
7.265291524323734507e+01 4.288205885751855462e+00 5.985297267337026661e-02 1.083617654114640061e+01
7.286202818615394960e+01 4.154171472142791366e+00 7.817081743353679335e-02 1.097655066072885077e+01
7.234171548782606465e+01 4.277432722314880031e+00 6.410850315681297651e-02 1.108195309117338212e+01
7.237495119397084409e+01 4.449373731515332331e+00 6.985032451902881134e-02 1.106689145180370382e+01
7.205669712294765361e+01 4.656567937262927614e+00 7.966775325839957345e-02 1.148886731825826857e+01
7.205341838398361176e+01 4.532297729257143359e+00 8.992883036946591746e-02 1.157979517075753151e+01
7.184699930750292651e+01 4.496483429076080007e+00 8.429730628029630246e-02 1.190162478835997639e+01
7.194624008032396034e+01 4.861553790391080376e+00 9.922506237827365128e-02 1.175460406799738422e+01
7.194624008032396034e+01 4.861553790391080376e+00 9.922506237827365128e-02 1.175460406799738422e+01
7.198692958869483505e+01 5.095582153766117450e+00 1.041755948255070063e-01 1.167687478180557292e+01
7.216943152767930769e+01 5.152152260597911315e+00 1.025764437530864992e-01 1.139081467299487826e+01
7.216943152767930769e+01 5.152152260597911315e+00 1.025764437530864992e-01 1.139081467299487826e+01
7.261163742950692779e+01 5.133708173158672672e+00 1.028703814530825961e-01 1.101239714657518753e+01
7.287723053262205042e+01 5.148241126855228167e+00 1.040290729545894632e-01 1.096799123273115661e+01
7.278849311337178563e+01 5.452895670370230263e+00 1.052484949709742990e-01 1.092145966285260172e+01
7.302343911562982726e+01 5.377750671140348437e+00 1.084183122770196045e-01 1.098284117582702812e+01
7.276101768386291724e+01 5.079288757302490076e+00 1.200374558342392345e-01 1.109571552075563083e+01
7.273322271371966963e+01 4.928787072831032567e+00 1.184185901769077703e-01 1.112552208573091583e+01
7.274765046644195365e+01 4.824654536837527985e+00 1.089740631596560483e-01 1.107904385993886720e+01
7.341108940810971717e+01 4.739326879411593474e+00 1.199406496888006518e-01 1.152277402152272678e+01
7.353108100236497080e+01 4.720338927688388253e+00 1.024719354094287826e-01 1.152304329289821716e+01
7.361043529944517161e+01 4.600185644357415171e+00 9.914293403330756704e-02 1.163949837572496193e+01
7.402418386901821634e+01 4.911016552502578847e+00 1.062194037326821133e-01 1.240310797144065802e+01
7.368849518288182310e+01 5.044805727666296313e+00 1.010103949108511895e-01 1.166255740357151538e+01
7.423112581801166243e+01 5.070973999094904094e+00 9.094441243146092479e-02 1.274224330184761911e+01
7.415077070322412567e+01 5.336734518454516518e+00 7.616982232621991034e-02 1.236791364534097326e+01
7.362860978024886549e+01 5.450318570063304335e+00 7.170674251874827043e-02 1.128836760234338144e+01
7.365143474137353508e+01 5.322232376642759277e+00 8.091956751126007374e-02 1.140119405629577720e+01
7.405539905914517362e+01 5.316059941020312429e+00 8.518830060681721605e-02 1.220888956898126310e+01
7.434194327640898337e+01 5.125164610672038989e+00 9.997277384483944929e-02 1.311513441835325011e+01
7.427619761623849115e+01 5.224432947113646364e+00 8.707234688140742807e-02 1.279976791491466059e+01
7.427619761623849115e+01 5.224432947113646364e+00 8.707234688140742807e-02 1.279976791491466059e+01
7.427619761623849115e+01 5.224432947113646364e+00 8.707234688140742807e-02 1.279976791491466059e+01
7.460962133498148319e+01 5.222969347883884339e+00 8.958108987903824760e-02 1.384382668579752540e+01
7.453182743597841409e+01 5.086709093408493310e+00 8.429180421710349980e-02 1.357071537088701874e+01
7.386588856951620130e+01 5.405240145527186790e+00 8.041482199598457004e-02 1.175654262898614988e+01
7.362387127228927852e+01 5.349782356357534852e+00 9.026016341208609184e-02 1.141934716042928066e+01
7.365440497299384504e+01 5.895707332382068344e+00 8.410826931435841369e-02 1.134401067782284578e+01
7.365440497299384504e+01 5.895707332382068344e+00 8.410826931435841369e-02 1.134401067782284578e+01
7.355083304415674661e+01 5.661786055396897055e+00 7.945677252890816222e-02 1.120024069910138920e+01
7.319543376163319692e+01 5.503623335838366160e+00 7.677331884205501611e-02 1.085578632764955387e+01
7.298119625772393704e+01 5.224623641499599458e+00 7.336879689230665913e-02 1.077718757439608410e+01
7.278127855552823178e+01 5.240533276795435569e+00 6.185351732720291429e-02 1.070284453478756603e+01
7.268271144093756675e+01 5.298686134773362255e+00 6.582489159180011928e-02 1.074432200697746964e+01
7.273138175096067926e+01 5.423775898160798192e+00 7.728338584345059714e-02 1.077823206923900479e+01
7.261622995121418001e+01 5.459205164031476265e+00 5.839310507444664400e-02 1.072067767304976726e+01
7.312250751208175359e+01 5.050609480111071470e+00 7.012893392101782197e-02 1.083085958102100754e+01
7.340766478685794993e+01 4.519332146468556743e+00 7.216813390956290653e-02 1.115668235189131252e+01
7.346575154689976728e+01 4.444721272863857209e+00 7.868478555615240899e-02 1.129534010365125773e+01
7.326872946699013767e+01 4.192697054320658090e+00 4.715849447318147536e-02 1.086671900172020955e+01
7.335119453427154212e+01 3.940026080814646114e+00 4.472795762862971647e-02 1.094863226998630168e+01
7.356400464278979712e+01 3.599984011609290491e+00 4.420747273268091360e-02 1.124060017649607701e+01
7.319676859336068730e+01 3.673266510533349294e+00 4.492205970657386221e-02 1.086621363679635976e+01
7.305524524735092484e+01 3.530377668799879576e+00 5.085586319465600774e-02 1.087905480259859381e+01
7.310435363853089541e+01 3.501274956985116926e+00 6.216788143635618852e-02 1.103637249502390105e+01
7.301495486301628546e+01 3.597060731076694218e+00 5.464468388497074891e-02 1.089155052213159713e+01
7.322139471061755955e+01 3.632298812910415897e+00 6.080769309085074653e-02 1.106239885915366905e+01
7.384405673609209941e+01 3.776236075486252286e+00 6.676465722634619682e-02 1.193247113493855771e+01
7.368974840343823018e+01 3.897332640310357199e+00 9.090399172474940281e-02 1.191002931158094391e+01
7.345372681411589610e+01 3.710079694915859427e+00 8.834489253913206663e-02 1.160225549832878045e+01
7.328398077006018241e+01 3.716284868757012472e+00 8.885719191099873682e-02 1.142382257777195775e+01
7.341901596891244708e+01 3.849444385843668215e+00 9.614657465114363755e-02 1.160360145883947780e+01
7.310869536575845018e+01 3.945611408829304168e+00 1.078514795644252289e-01 1.142868626673147503e+01
7.327970590643117532e+01 4.310637425094176578e+00 1.009666527541464576e-01 1.134858628669995539e+01
7.291411257338545227e+01 4.558514003558403971e+00 1.080914062827077471e-01 1.114349961592311367e+01
7.280064608314138752e+01 4.831579405844882658e+00 9.812057122841937040e-02 1.099111815815200011e+01
7.318261457300570783e+01 4.895342778294818231e+00 1.074388214237170375e-01 1.116367815568145971e+01
7.298251559074678596e+01 5.071491112007155522e+00 1.156189118515712350e-01 1.108485114842301122e+01
7.314331793863615871e+01 5.015009043383475529e+00 1.128868339387485709e-01 1.115103400572406578e+01
7.308086715851636939e+01 5.207887032692194218e+00 1.162907837252293852e-01 1.109562175657757521e+01
7.272920960612107422e+01 5.474552761221091579e+00 1.092304249179445880e-01 1.095100745580916701e+01
7.293657760595976924e+01 5.553920008122251062e+00 8.523041300708608659e-02 1.079506424005611365e+01
7.293657760595976924e+01 5.553920008122251062e+00 8.523041300708608659e-02 1.079506424005611365e+01
7.240593350540768824e+01 5.695156840314317570e+00 8.553525259453903518e-02 1.097357942375311879e+01
7.240593350540768824e+01 5.695156840314317570e+00 8.553525259453903518e-02 1.097357942375311879e+01
7.240593350540768824e+01 5.695156840314317570e+00 8.553525259453903518e-02 1.097357942375311879e+01
7.273832071792263321e+01 5.631880152177012988e+00 7.773019428602707948e-02 1.075573083283333098e+01
7.265028408905671142e+01 5.563681291952233821e+00 7.415545403297654770e-02 1.077415462242631250e+01
7.261035781306671311e+01 5.764127467376170877e+00 6.330593593435643318e-02 1.072336291336778835e+01
7.282460469462573371e+01 5.733871057579652764e+00 6.926669940973025075e-02 1.068977231838721664e+01
7.331778527228627240e+01 5.632445947603147651e+00 7.298476040263916775e-02 1.091109651190934215e+01
7.295627423555438895e+01 5.432545084370331345e+00 5.356183640659709783e-02 1.064008862809999378e+01
7.320458639871546325e+01 5.469557263311683570e+00 4.651757538013438081e-02 1.069606583215193041e+01
7.285648759213788139e+01 5.466374678348784322e+00 4.653783049617015583e-02 1.059626984169717012e+01
7.305092085943634572e+01 5.502366096559230257e+00 2.876217546917517534e-02 1.053316585322959398e+01
7.348335384355621613e+01 5.477385925981199222e+00 3.241812736399912742e-02 1.086582009860028819e+01
7.350254768088477419e+01 5.342664331029279623e+00 3.263943645949178574e-02 1.089610513839341976e+01
7.363912528981546757e+01 5.555781347649438651e+00 3.400159694481772604e-02 1.107193418815267627e+01
7.337567981880053480e+01 5.447452398261775741e+00 3.743450175838706345e-02 1.078227704309599133e+01
7.334087370074459500e+01 5.619651913259358089e+00 4.308369102071330642e-02 1.077058409695387553e+01
7.357438537602720885e+01 5.642573579732943934e+00 5.861296268935634740e-02 1.111260604164022503e+01
7.313299953094659145e+01 5.687455070690827341e+00 8.127525277638146528e-02 1.082259251999608729e+01
7.315942102169175598e+01 5.737279030584802264e+00 8.876002575670814687e-02 1.087186481159528739e+01
7.377285599674884509e+01 5.438886590700457546e+00 8.728033942866190997e-02 1.162581454272272197e+01
7.359029516596351073e+01 5.283162115207264087e+00 6.829507087942325583e-02 1.123305150437737687e+01
7.333395533976110414e+01 5.214973733908012221e+00 7.190144292499581202e-02 1.097007444534042619e+01
7.339874343872625673e+01 5.136543584249460004e+00 6.327598495374125998e-02 1.098660855206941278e+01
7.287478569870204126e+01 5.047353542059980214e+00 5.359824635052701236e-02 1.066594374688833291e+01
7.234118737739321148e+01 5.010800066536753583e+00 4.541381813889722868e-02 1.089829230731318255e+01
7.226193282229557724e+01 4.618088277943042108e+00 3.034368697781933064e-02 1.093076658857525807e+01
7.205414171754277675e+01 4.618991369866074059e+00 1.646430465439667479e-02 1.115613728933817939e+01
7.205414171754277675e+01 4.618991369866074059e+00 1.646430465439667479e-02 1.115613728933817939e+01
7.205414171754277675e+01 4.618991369866074059e+00 1.646430465439667479e-02 1.115613728933817939e+01
7.282576219425227748e+01 4.589199161876375221e+00 2.894885046797355047e-02 1.055364158069338920e+01
7.257479190859125140e+01 4.060493472148282379e+00 1.359571073630709212e-02 1.057141599613072636e+01
7.257479190859125140e+01 4.060493472148282379e+00 1.359571073630709212e-02 1.057141599613072636e+01
7.267014559849545208e+01 4.040291417180948308e+00 1.036056573078385744e-02 1.050123358195238232e+01
7.267014559849545208e+01 4.040291417180948308e+00 1.036056573078385744e-02 1.050123358195238232e+01
7.262587795986921435e+01 4.010888671098732594e+00 2.643818630602048220e-02 1.063007314057453456e+01
7.273069168793001893e+01 4.063269997304360004e+00 1.332696223170975157e-02 1.049647636102080206e+01
7.278981577414199933e+01 3.909160571772645199e+00 2.306860172019628563e-02 1.055628051422893954e+01
7.284819480440476980e+01 3.835025491634365569e+00 1.834538322585370362e-02 1.051619600012092448e+01
7.256492218876216782e+01 3.680892558952510552e+00 2.033133127270223689e-02 1.063711932852591069e+01
7.268987025053087336e+01 3.666102738933378902e+00 2.823459726875709314e-02 1.063891178966390783e+01
7.297680444214184092e+01 4.064614669242556211e+00 4.347877292173280700e-02 1.070657833743949006e+01
7.285087299454681897e+01 3.790406320159490861e+00 3.889033606740208843e-02 1.068672351174274660e+01
7.288796974674627904e+01 3.937449063175105568e+00 2.523881123585743763e-02 1.056200405204370618e+01
7.244006039182652046e+01 4.200849592927593967e+00 2.798201169884458397e-02 1.075541153649636428e+01
7.232909006063877655e+01 4.411573324879503488e+00 1.679695615507801471e-02 1.079026361936089273e+01
7.222837048688310801e+01 4.415270045765921303e+00 3.295701297277166958e-02 1.099681420067405213e+01
7.234614661910678990e+01 4.576985643620067101e+00 4.285761745032758141e-02 1.090934629829436453e+01
7.211448490661912558e+01 4.378610092525748954e+00 5.899618151091312601e-02 1.130895056696191681e+01
7.267677175210867802e+01 4.533359956221150178e+00 4.427846222415326993e-02 1.069089218524310603e+01
7.311836602288128972e+01 4.368362694751558806e+00 4.143629640117466040e-02 1.070680280865441958e+01
7.336932525443947384e+01 4.584779883418046431e+00 4.953138271187741692e-02 1.092532993300891953e+01
7.347625051245795191e+01 4.474991965977282327e+00 4.126327951683517181e-02 1.098764849302512658e+01
7.310083965856895816e+01 4.349035094520217193e+00 3.501663670044410231e-02 1.065314267974917684e+01
7.300964015146628583e+01 4.771772096375657135e+00 3.161730448877463073e-02 1.057146534790048698e+01
7.293025152705362757e+01 4.559145613246346151e+00 2.430695734715335871e-02 1.052488701333519749e+01
7.280180759077975949e+01 4.593847056002551277e+00 2.155294002966413186e-02 1.051320604062628128e+01
7.322012087910562173e+01 4.738020178678189254e+00 2.323120412684269442e-02 1.061322844446897307e+01
7.322252633447396875e+01 4.977041323647674709e+00 3.122785080520991408e-02 1.065182768158383020e+01
7.303026287190498067e+01 5.027389859267864303e+00 2.776013557365644008e-02 1.054176123214925909e+01
7.293951786368684509e+01 4.970982705298392368e+00 3.094382729475171623e-02 1.054481747651609069e+01
7.310311505935867160e+01 5.119342742324692885e+00 3.712535118052807948e-02 1.061418707057557320e+01
7.309314331686094590e+01 4.881205095938038419e+00 4.683056124734220893e-02 1.068567325912042953e+01
7.381143238714393817e+01 5.118598373313862027e+00 3.565594988526185616e-02 1.138662459649024683e+01
7.340356045935909890e+01 5.050048015302174065e+00 1.131294546017037536e-02 1.067989423800420390e+01
7.340356045935909890e+01 5.050048015302174065e+00 1.131294546017037536e-02 1.067989423800420390e+01
7.340356045935909890e+01 5.050048015302174065e+00 1.131294546017037536e-02 1.067989423800420390e+01
7.311302644169802534e+01 4.866193561238014276e+00 2.455852838320182752e-02 1.055941487865842454e+01
7.297698756641644025e+01 4.783836170363371387e+00 3.053502582220640749e-02 1.055741110738838984e+01
7.284733955130701588e+01 4.801404943328353880e+00 2.519917639711185750e-02 1.051980856507314144e+01
7.301268600231087191e+01 4.816268449626576853e+00 2.714419321458269932e-02 1.054297054920488463e+01
7.301268600231087191e+01 4.816268449626576853e+00 2.714419321458269932e-02 1.054297054920488463e+01
7.301268600231087191e+01 4.816268449626576853e+00 2.714419321458269932e-02 1.054297054920488463e+01
7.309389711706440096e+01 4.826955446758274704e+00 2.800111809060908119e-02 1.057354162392542918e+01
7.309389711706440096e+01 4.826955446758274704e+00 2.800111809060908119e-02 1.057354162392542918e+01
7.332070257840013028e+01 4.989463351157290560e+00 3.414500892734069482e-02 1.074151783545842243e+01
7.330168538494086761e+01 5.164095690346407252e+00 2.197965773871652512e-02 1.064725706707917396e+01
7.330168538494086761e+01 5.164095690346407252e+00 2.197965773871652512e-02 1.064725706707917396e+01
7.332118315666866692e+01 5.197624104870622652e+00 2.897569401998251193e-02 1.070065058390193791e+01
7.386670574287883539e+01 5.291004399461919583e+00 3.427578311910564612e-02 1.146771522284539557e+01
7.400441416198798095e+01 5.199214218702310042e+00 3.124277053847851482e-02 1.173127029847923275e+01
7.382709395676766917e+01 5.280456399066662421e+00 3.813946368963164885e-02 1.141897748871275908e+01
7.382709395676766917e+01 5.280456399066662421e+00 3.813946368963164885e-02 1.141897748871275908e+01
7.394286630818253059e+01 5.699780730227199221e+00 3.295781513340926422e-02 1.158576980760057573e+01
7.426014412803911569e+01 5.498765299932036221e+00 1.767570850734369314e-02 1.224265476190856106e+01
7.409116493478839516e+01 5.567562189643205706e+00 1.375607005007072059e-02 1.180315179361350708e+01
7.398654579881436177e+01 5.355883163458982743e+00 1.243303671615508116e-02 1.157061816565452972e+01
7.398654579881436177e+01 5.355883163458982743e+00 1.243303671615508116e-02 1.157061816565452972e+01
7.398654579881436177e+01 5.355883163458982743e+00 1.243303671615508116e-02 1.157061816565452972e+01
7.458636950889028583e+01 5.350690494847530232e+00 2.614353538282764705e-02 1.326232496557596363e+01
7.436682153459146605e+01 5.364623833598160196e+00 2.803608653194714431e-02 1.260462303525213912e+01
7.481063991389001444e+01 5.443223683030706361e+00 3.974673906612445629e-02 1.413334382187597527e+01
7.481063991389001444e+01 5.443223683030706361e+00 3.974673906612445629e-02 1.413334382187597527e+01
7.481063991389001444e+01 5.443223683030706361e+00 3.974673906612445629e-02 1.413334382187597527e+01
7.453901988527218236e+01 5.332443303476362750e+00 5.591073510390798251e-02 1.332399888433015711e+01
7.452006055743562740e+01 5.240485713642353716e+00 5.611458110780035563e-02 1.327650437750242673e+01
7.498003046715926700e+01 5.169892056114320233e+00 7.506572921036464008e-02 1.511490208307323968e+01
7.473732976405308648e+01 4.990480612135478111e+00 7.888252272577285507e-02 1.424993562562949201e+01
7.506889887064760103e+01 4.940605002175666449e+00 7.123824839657631747e-02 1.549730523855568975e+01
7.444653222666391912e+01 5.330169523420400068e+00 8.562977093575670218e-02 1.326168026960353963e+01
7.421305589380064305e+01 5.424522121865351210e+00 6.915571812944677765e-02 1.246257116916599728e+01
7.421305589380064305e+01 5.424522121865351210e+00 6.915571812944677765e-02 1.246257116916599728e+01
7.399655604564325984e+01 5.628182723406879084e+00 7.211095068798664687e-02 1.193841576032310670e+01
7.395271616568084028e+01 5.249277044498330547e+00 7.302316496572319737e-02 1.190416338203457514e+01
7.455362444405066924e+01 5.085970469576898800e+00 6.437922564047240948e-02 1.347264991648854249e+01
7.460806600363549990e+01 5.136910398754324980e+00 4.412690541681420220e-02 1.348206208861404498e+01
7.391593570601349938e+01 5.265360069841074520e+00 5.414667923359769985e-02 1.169445659269813831e+01
7.369629521008597806e+01 5.224041921081534312e+00 4.414850241425583022e-02 1.123985343798878134e+01
7.358305122084718164e+01 5.433275810599907274e+00 3.712238274090484680e-02 1.101810295021721053e+01
7.387277438024398180e+01 5.460778285684047439e+00 3.542229705864809869e-02 1.147548147774413430e+01
7.339406614280602525e+01 5.500674854692578108e+00 3.177451408776013619e-02 1.076718470888943102e+01
7.357098794469527547e+01 5.670255081434290467e+00 2.388777567631990978e-02 1.092037075088312470e+01
7.396903459589458407e+01 5.310372037842838289e+00 2.806523106552426608e-02 1.163056970127202128e+01
7.356168635842441006e+01 5.613932420996667894e+00 3.237130905124326746e-02 1.095451796097741060e+01
7.356168635842441006e+01 5.613932420996667894e+00 3.237130905124326746e-02 1.095451796097741060e+01
7.358209696849689863e+01 5.640468320739770114e+00 3.248667219680668322e-02 1.098053798089096844e+01
7.316495002616559873e+01 5.647930175514233930e+00 4.066855654144342636e-02 1.063233310866089454e+01
