# H0 k Omega_rbh chi2
7.308898336106207694e+01 5.639425879965851429e+00 4.487731462310610986e-02 1.061806063890485596e+01
7.316328520769887689e+01 5.616668559721867737e+00 4.972491979787776323e-02 1.067846950845184573e+01
7.324447657181596583e+01 5.540369765078097863e+00 5.531489233057241411e-02 1.076457675271962700e+01
7.328100630092457379e+01 5.523087723378809599e+00 5.159038356522109570e-02 1.077297034974072965e+01
7.350051092341158210e+01 5.602182477511238545e+00 4.628684985995673573e-02 1.095385073676990650e+01
7.371642499478039667e+01 5.388188814003386895e+00 5.406540871667703946e-02 1.132034806297837903e+01
7.350205296674297983e+01 5.173753542437388830e+00 6.351064549426832517e-02 1.109955891594089650e+01
7.342271434035596656e+01 5.184527707854427625e+00 5.450119755386285958e-02 1.094967678607141615e+01
7.384207419285958451e+01 5.409174417017466929e+00 4.570076876340767313e-02 1.148419643492556297e+01
7.330749645814685778e+01 5.279314964042673530e+00 4.652342301671241048e-02 1.078443228149211208e+01
7.341570498953711876e+01 5.472807609756883629e+00 5.877255214351140289e-02 1.094017443707270054e+01
7.341570498953711876e+01 5.472807609756883629e+00 5.877255214351140289e-02 1.094017443707270054e+01
7.341570498953711876e+01 5.472807609756883629e+00 5.877255214351140289e-02 1.094017443707270054e+01
7.324209552862203054e+01 5.690617366869455296e+00 5.219272440853767181e-02 1.073488111763215969e+01
7.299219429228473643e+01 5.337132943693413623e+00 5.499180448498158097e-02 1.066213886920236575e+01
7.328670972121932436e+01 5.439534602727078116e+00 3.694067499130196386e-02 1.070389934032006352e+01
7.292046192637970137e+01 5.434446709855218494e+00 4.757945167374848239e-02 1.060482627172288517e+01
7.294667056636806990e+01 5.506992671281136786e+00 3.987269804728849065e-02 1.056464106067976871e+01
7.300525490136932660e+01 5.895959175425277365e+00 5.674873444504308084e-02 1.063097453439560880e+01
7.300525490136932660e+01 5.895959175425277365e+00 5.674873444504308084e-02 1.063097453439560880e+01
7.272238478363115632e+01 5.596786190878749956e+00 6.700738641781539551e-02 1.070993506413200436e+01
7.244838253818544160e+01 5.507452273528569364e+00 4.682430089089148484e-02 1.077513727172189917e+01
7.191958879046443087e+01 5.493337485652451058e+00 3.693529153225749706e-02 1.144841834555770177e+01
7.191958879046443087e+01 5.493337485652451058e+00 3.693529153225749706e-02 1.144841834555770177e+01
7.158324628419561009e+01 5.228877716899413386e+00 2.814222554373147292e-02 1.216119974982743024e+01
7.132759053442461550e+01 5.083205506691363951e+00 2.557959200896994453e-02 1.286245270652932504e+01
7.171306243597277330e+01 4.901362666611479568e+00 2.823347633621098307e-02 1.186047264295580383e+01
7.171306243597277330e+01 4.901362666611479568e+00 2.823347633621098307e-02 1.186047264295580383e+01
7.148045657406962050e+01 5.017995040326335143e+00 2.150571452794086680e-02 1.241234806141994440e+01
7.140987543427566209e+01 5.560299575792694071e+00 2.598945404523912706e-02 1.261296698590272136e+01
7.123349330006143987e+01 5.305493115709477792e+00 2.570806105047152706e-02 1.315011355219580835e+01
7.122905255136954850e+01 5.332190902834395452e+00 1.685988070865203359e-02 1.313908528552372346e+01
7.085340064286545214e+01 5.527473554532439159e+00 2.075476760705309565e-02 1.448777518814278409e+01
7.082971776850216372e+01 5.625136081557675638e+00 2.475490382189876257e-02 1.458921491332111486e+01
7.079502200001338963e+01 5.588190839468665239e+00 2.476180197572391481e-02 1.472863591540595252e+01
7.117594060700895398e+01 5.359748917845150729e+00 2.467359717977384362e-02 1.333323413002978519e+01
7.110042668870063665e+01 5.213504034183189972e+00 3.032203675911833082e-02 1.360677376516522585e+01
7.113627533565066585e+01 5.275529809283194815e+00 2.152826343660298528e-02 1.345831749123170518e+01
7.152840876842932971e+01 5.198130609667476421e+00 1.329233935514632925e-02 1.225455363432034162e+01
7.152840876842932971e+01 5.198130609667476421e+00 1.329233935514632925e-02 1.225455363432034162e+01
7.152840876842932971e+01 5.198130609667476421e+00 1.329233935514632925e-02 1.225455363432034162e+01
7.147407237029841554e+01 5.329691456407594785e+00 2.339441157504475871e-02 1.243008679091195212e+01
7.167780348585634442e+01 5.469128714555939297e+00 2.225072514953273239e-02 1.190703862752795317e+01
7.170249731399165682e+01 5.399881982000204417e+00 2.688789718023347139e-02 1.186642884643231177e+01
7.173001184545952924e+01 5.325435812687698167e+00 3.019078452449984115e-02 1.181755600238772708e+01
7.159181599694784381e+01 5.361006016964704024e+00 4.310494330683330155e-02 1.218823328384952909e+01
7.190865803432818382e+01 5.276640692368895991e+00 5.133785576569972753e-02 1.153554329788925337e+01
7.161841274761077614e+01 4.832504897897490714e+00 4.947576790754151105e-02 1.217461373760238530e+01
7.161841274761077614e+01 4.832504897897490714e+00 4.947576790754151105e-02 1.217461373760238530e+01
7.177953794909544172e+01 4.597356596433230358e+00 6.321337996858017449e-02 1.189859764414602061e+01
7.177953794909544172e+01 4.597356596433230358e+00 6.321337996858017449e-02 1.189859764414602061e+01
7.207988451244138162e+01 4.368412336402364815e+00 6.278811292534240696e-02 1.138505896261969852e+01
7.221811374873460920e+01 4.251060653683792268e+00 5.940262217816105750e-02 1.118879481402072962e+01
7.194189564165939998e+01 4.314217878344252632e+00 6.991153436890285011e-02 1.166154178410012143e+01
7.193106826131423759e+01 4.225677316285850083e+00 7.223152960560040581e-02 1.170867520112213711e+01
7.171714552996132852e+01 4.345994865885897340e+00 7.311144976650231497e-02 1.211782178355697326e+01
7.180547305360440191e+01 4.201812043273200459e+00 7.655835807214461664e-02 1.197796288650393848e+01
7.180547305360440191e+01 4.201812043273200459e+00 7.655835807214461664e-02 1.197796288650393848e+01
7.208688917769909210e+01 4.358294572051663707e+00 8.135651660305648347e-02 1.150211981173915810e+01
7.173050579773688185e+01 4.446692276332393057e+00 9.696736954476112280e-02 1.222782782715245986e+01
7.234717627726934097e+01 4.771870790718217847e+00 8.854304738094943839e-02 1.116760517023805654e+01
7.259199710072937251e+01 4.926099891734069480e+00 8.196651527636719670e-02 1.092349713276024836e+01
7.283251476529561330e+01 5.095065487730832565e+00 8.471725367928079065e-02 1.085074967818172098e+01
7.270298115451969068e+01 4.916695765269851748e+00 9.715974667432368539e-02 1.098368844698542368e+01
7.261819247464748628e+01 4.829064678564643387e+00 9.787454892051386524e-02 1.103473338953094540e+01
7.272611272250337322e+01 4.911595513475811359e+00 1.179113158934217420e-01 1.112747883759711875e+01
7.275255019737059570e+01 4.960924382297743129e+00 1.096385366788225624e-01 1.105101510349596339e+01
7.263381444713577650e+01 5.310930626531607857e+00 1.026560104731515655e-01 1.097054603841773357e+01
7.251307514105465657e+01 5.046586695370300468e+00 9.280923386381562112e-02 1.101736246836973621e+01
7.243858921139610629e+01 4.895136306666133308e+00 8.363219718840655958e-02 1.103697204747485650e+01
7.237014423037159361e+01 4.956040270937656089e+00 9.012893814857753094e-02 1.112629261125684366e+01
7.239669035703670374e+01 4.664784580706327510e+00 8.989406082661689779e-02 1.115119044495714995e+01
7.283073694481974769e+01 4.732819751154856647e+00 8.051608749858669978e-02 1.088125580346456012e+01
7.329889576126635120e+01 4.750893301521625922e+00 6.071091583707875772e-02 1.092448397337538779e+01
7.349590030357791193e+01 4.812950783051763715e+00 6.896008359425051526e-02 1.118153203469665868e+01
7.333166193639684138e+01 4.779458216556513150e+00 8.974926269914815236e-02 1.117126286331719243e+01
7.297604481131983789e+01 4.949797666420921338e+00 9.804381196343221749e-02 1.098304595580545495e+01
7.342010395275173096e+01 5.141882807015416113e+00 1.171641123625109387e-01 1.139263180345933435e+01
7.342010395275173096e+01 5.141882807015416113e+00 1.171641123625109387e-01 1.139263180345933435e+01
7.321477412761993264e+01 5.454563740094600988e+00 1.356858393010738073e-01 1.125224094568747901e+01
7.322256649580840815e+01 5.329227872906445285e+00 1.339943565231255240e-01 1.127946121161781612e+01
7.323358593503652969e+01 5.135748270806375082e+00 1.317503800691001148e-01 1.132631183864505786e+01
7.373513912364670375e+01 5.454447625245795628e+00 1.323432456421203551e-01 1.187743487429870548e+01
7.348121993216196302e+01 5.139101217610204664e+00 1.288855447362826090e-01 1.155872659274545100e+01
7.390302923992562967e+01 5.096119622897211876e+00 1.219321403931359071e-01 1.222046473799021093e+01
7.389640502738076577e+01 5.116694966419292889e+00 1.271631693313685363e-01 1.224575842663928604e+01
7.392373373729085984e+01 5.140863300009155701e+00 1.150116004752148868e-01 1.219233460942374947e+01
7.392373373729085984e+01 5.140863300009155701e+00 1.150116004752148868e-01 1.219233460942374947e+01
7.373428137369029400e+01 5.430343850560996444e+00 1.163130886666923769e-01 1.176414924839405352e+01
7.322627860010666723e+01 5.465573902751992286e+00 1.027282175086677019e-01 1.103974872257043849e+01
7.348302049927127655e+01 5.834956004110996020e+00 1.192549631000710264e-01 1.132520962546713150e+01
7.348302049927127655e+01 5.834956004110996020e+00 1.192549631000710264e-01 1.132520962546713150e+01
7.325547522512168541e+01 5.946867353488377361e+00 1.199265723112079712e-01 1.107856384198607103e+01
7.317184858527919289e+01 5.744959823600708226e+00 1.054112222271778310e-01 1.097147887845676095e+01
7.342809554512764691e+01 5.579172757199862609e+00 1.065670534895037519e-01 1.123034617694861481e+01
7.335118386532886348e+01 5.610272681141335482e+00 9.554898623691109039e-02 1.107599913656977719e+01
7.368182498806484659e+01 5.506319147077696208e+00 7.246980006945916153e-02 1.136714178888811944e+01
7.358249664496469222e+01 5.644262925517756102e+00 6.518116612950931865e-02 1.116119065190438064e+01
7.347874597379622230e+01 5.390009227492842392e+00 6.792614796236436103e-02 1.107364041958359380e+01
7.315692468440875018e+01 5.530470151779778298e+00 8.844005412628309915e-02 1.089650063446054418e+01
7.277927520725337729e+01 5.693237742164678039e+00 8.770426585402694986e-02 1.079169356762437992e+01
7.293293276793346536e+01 5.303816332647034670e+00 7.148663155575735173e-02 1.074764110542457907e+01
7.312312791030136339e+01 5.424652057928614823e+00 6.392288084200550835e-02 1.075017826949669875e+01
7.376522279445669028e+01 5.653276024482489781e+00 6.440131441194597850e-02 1.143760382239026185e+01
7.355360537072303373e+01 5.844357092026272404e+00 5.986785399916132872e-02 1.107425164954805652e+01
7.355360537072303373e+01 5.844357092026272404e+00 5.986785399916132872e-02 1.107425164954805652e+01
7.369634905901391164e+01 5.776639664295578847e+00 6.555568624399046862e-02 1.131794099739983039e+01
7.338595741106779258e+01 5.667366857224033438e+00 4.987003950360625881e-02 1.084469617196050173e+01
7.331223994167662283e+01 5.690401150460171031e+00 4.539992246611024296e-02 1.075357157752909387e+01
7.306964184793650929e+01 5.358417506533054819e+00 4.762711416795299690e-02 1.064314443119499209e+01
7.306680027168009417e+01 5.565713634940914645e+00 5.248979543712586904e-02 1.065274652413320311e+01
7.306680027168009417e+01 5.565713634940914645e+00 5.248979543712586904e-02 1.065274652413320311e+01
7.306680027168009417e+01 5.565713634940914645e+00 5.248979543712586904e-02 1.065274652413320311e+01
7.340596350272166148e+01 5.467455522261647438e+00 5.411435305850472582e-02 1.090356110283391367e+01
7.329089817301446885e+01 5.542024640388307333e+00 5.977701011283219346e-02 1.082415939142656214e+01
7.356365526609003780e+01 5.629724179934097350e+00 6.844846889717544347e-02 1.115587245203385258e+01
7.392307289951415328e+01 5.626394370581174975e+00 8.521702109615175713e-02 1.186805573375919920e+01
7.371439905492756850e+01 5.510231209529958818e+00 8.269819928280333632e-02 1.148413185902293243e+01
7.324380086583084903e+01 5.369206552090822093e+00 9.432051789399548136e-02 1.101605582059346666e+01
7.327452137404458199e+01 5.259069110889525334e+00 9.591897545910088585e-02 1.107041709490799519e+01
7.342112806932196634e+01 5.374573942422935069e+00 1.057790768303596696e-01 1.125732417918897710e+01
7.300831873309195430e+01 5.507458054838957118e+00 1.152967512107418158e-01 1.099600673595778133e+01
7.334211733895728003e+01 5.384484683763293589e+00 1.222412849353833875e-01 1.128595831644673453e+01
7.355973640415615478e+01 4.968364630158127682e+00 1.191564884456506462e-01 1.163569770359139177e+01
7.338285714662882242e+01 4.901736212487231903e+00 1.099032912735188466e-01 1.135712667640046902e+01
7.334265580777858418e+01 5.148160974001563694e+00 9.947992135202070318e-02 1.117814633298608307e+01
7.335332435975439580e+01 5.185079716300704078e+00 9.308481764764936495e-02 1.113578939860404482e+01
7.327627104965571903e+01 5.251122456916024639e+00 9.896507787289286762e-02 1.109447167883246443e+01
7.344258604740255691e+01 4.968858301691168045e+00 1.024867425331949661e-01 1.134735436061764524e+01
7.344258604740255691e+01 4.968858301691168045e+00 1.024867425331949661e-01 1.134735436061764524e+01
7.397817360289380417e+01 4.927208643934497978e+00 9.700619179675915027e-02 1.221374997294567422e+01
7.349497892841904445e+01 5.089899004129248894e+00 9.016931191125929224e-02 1.129060940591059392e+01
7.368133041259304150e+01 4.878932989251028474e+00 8.773742614344504087e-02 1.158100947429965366e+01
7.366020380053909378e+01 4.655371161197124685e+00 7.607319821717453689e-02 1.149690565022285860e+01
7.376815264269504269e+01 4.708643382175877967e+00 7.010013130363991485e-02 1.161533891681608388e+01
7.349141951902487335e+01 4.703536380382335125e+00 5.642011192063723507e-02 1.109567734601303890e+01
7.326174024393631612e+01 4.671862515951796802e+00 6.264080389517930059e-02 1.091948787131278209e+01
7.359609331943765653e+01 4.817787016228415098e+00 5.931624502250760350e-02 1.123936446630870023e+01
7.359609331943765653e+01 4.817787016228415098e+00 5.931624502250760350e-02 1.123936446630870023e+01
7.356493846476570297e+01 4.844837393986527907e+00 6.807784048917628339e-02 1.125908013869925739e+01
7.404959178278146226e+01 4.421838233336501389e+00 7.029169661947404224e-02 1.224840273083678710e+01
7.401288450489155935e+01 4.453025457454883096e+00 6.752131916198056416e-02 1.213082297052782366e+01
7.410737746119787062e+01 4.217013271696571586e+00 6.496509578142163621e-02 1.237690517066421414e+01
7.435175852375525096e+01 4.666479429452779826e+00 5.138171431159519603e-02 1.280785969954501802e+01
7.412116595805336772e+01 4.781911695592849121e+00 3.624339020930378297e-02 1.206241378637917627e+01
7.392726422180095369e+01 4.909249635038193560e+00 3.026760307288955607e-02 1.158321129044587927e+01
7.386752151984200054e+01 4.936527314624312268e+00 1.062436094153667784e-02 1.133341574559511855e+01
7.386752151984200054e+01 4.936527314624312268e+00 1.062436094153667784e-02 1.133341574559511855e+01
7.386752151984200054e+01 4.936527314624312268e+00 1.062436094153667784e-02 1.133341574559511855e+01
7.420138451876999852e+01 5.043591485303334565e+00 1.523283248895313489e-02 1.209016112161052803e+01
7.407819575023624736e+01 5.133126358970791614e+00 1.322866889090022584e-02 1.178030763258306735e+01
7.462160670503062931e+01 5.277063332004234830e+00 1.682965676014437639e-02 1.331739740217717127e+01
7.455697354900544838e+01 5.532358575750517815e+00 2.416306602621489524e-02 1.314581020598999217e+01
7.420212649099036639e+01 5.633216089330925769e+00 2.556780810376273194e-02 1.213555193206524407e+01
7.413076644796466041e+01 5.711096092808905844e+00 4.344365331412191472e-02 1.206046518837490567e+01
7.376838132874107146e+01 5.741772249176460008e+00 4.593168329286272111e-02 1.132932689179219743e+01
7.384694364027835434e+01 5.657798416931916208e+00 2.040183028677642132e-02 1.133404947871741797e+01
7.411399035659785284e+01 5.763277760530049143e+00 3.128035306578261232e-02 1.194765145220371849e+01
7.437917601990378103e+01 5.766062969617210321e+00 2.873874914706873659e-02 1.262380267653910515e+01
7.416163825330789905e+01 5.594056565842434381e+00 1.926022999573972008e-02 1.200019967820999334e+01
7.419287104487229101e+01 5.779984542556839244e+00 2.593052389498418098e-02 1.210796012461568871e+01
7.370043998040320332e+01 5.955348109075082164e+00 2.436443766600822347e-02 1.109775936686324016e+01
7.370043998040320332e+01 5.955348109075082164e+00 2.436443766600822347e-02 1.109775936686324016e+01
7.334705183630747172e+01 5.981661984147234712e+00 3.409534609584027182e-02 1.071382194472219496e+01
7.334705183630747172e+01 5.981661984147234712e+00 3.409534609584027182e-02 1.071382194472219496e+01
7.334705183630747172e+01 5.981661984147234712e+00 3.409534609584027182e-02 1.071382194472219496e+01
7.334705183630747172e+01 5.981661984147234712e+00 3.409534609584027182e-02 1.071382194472219496e+01
7.334705183630747172e+01 5.981661984147234712e+00 3.409534609584027182e-02 1.071382194472219496e+01
7.356723788916538354e+01 5.916096564130812752e+00 2.323658217130099984e-02 1.090432100511056035e+01
7.356723788916538354e+01 5.916096564130812752e+00 2.323658217130099984e-02 1.090432100511056035e+01
7.356723788916538354e+01 5.916096564130812752e+00 2.323658217130099984e-02 1.090432100511056035e+01
7.378751853559592178e+01 5.921305149548084401e+00 2.532042058402986240e-02 1.124534451223694731e+01
7.367922856196700820e+01 5.962096020948961517e+00 3.823353248049349978e-02 1.113216984462097514e+01
7.367922856196700820e+01 5.962096020948961517e+00 3.823353248049349978e-02 1.113216984462097514e+01
7.362017333319860768e+01 5.896594210943763237e+00 3.039956281586411041e-02 1.101064317975538920e+01
7.370530422646905322e+01 5.805783379971942715e+00 3.481930644087202070e-02 1.116312188714686826e+01
7.376170990761765722e+01 5.982759733683313819e+00 2.679803577607339782e-02 1.120689045143743812e+01
7.376170990761765722e+01 5.982759733683313819e+00 2.679803577607339782e-02 1.120689045143743812e+01
7.376170990761765722e+01 5.982759733683313819e+00 2.679803577607339782e-02 1.120689045143743812e+01
7.376170990761765722e+01 5.982759733683313819e+00 2.679803577607339782e-02 1.120689045143743812e+01
7.376170990761765722e+01 5.982759733683313819e+00 2.679803577607339782e-02 1.120689045143743812e+01
7.376170990761765722e+01 5.982759733683313819e+00 2.679803577607339782e-02 1.120689045143743812e+01
7.339465929567514024e+01 5.800510004998571389e+00 2.491790285787864184e-02 1.072172196987648007e+01
7.339465929567514024e+01 5.800510004998571389e+00 2.491790285787864184e-02 1.072172196987648007e+01
7.339465929567514024e+01 5.800510004998571389e+00 2.491790285787864184e-02 1.072172196987648007e+01
7.346868256712230050e+01 5.819878132558381267e+00 2.242929583091673312e-02 1.078562120169248217e+01
7.322757046645179457e+01 5.753741285378751513e+00 2.737311088883003993e-02 1.060108909374663355e+01
7.305387207811465089e+01 5.691718246679290161e+00 1.247508206144727801e-02 1.045507822894063388e+01
7.305387207811465089e+01 5.691718246679290161e+00 1.247508206144727801e-02 1.045507822894063388e+01
7.313161572167173574e+01 5.826771865415982354e+00 2.273136272769654687e-02 1.052529119729911322e+01
7.335845456543393084e+01 5.888465010041711523e+00 3.089845489599900297e-02 1.071298780562072039e+01
7.344284123485283544e+01 5.444183601071115319e+00 2.094933007964054628e-02 1.076160532185736862e+01
7.337179576340075471e+01 4.971291887006731969e+00 1.896415058344955162e-02 1.069633306291134467e+01
7.337179576340075471e+01 4.971291887006731969e+00 1.896415058344955162e-02 1.069633306291134467e+01
7.337179576340075471e+01 4.971291887006731969e+00 1.896415058344955162e-02 1.069633306291134467e+01
7.356650945475271897e+01 5.129047185318296620e+00 2.339045735671110848e-02 1.093193722278353164e+01
7.337750219183811851e+01 5.350976808460580436e+00 1.940370818318521220e-02 1.069200451033528587e+01
7.310921702869870842e+01 5.288644796391847258e+00 1.230766978623385952e-02 1.047970014648066517e+01
7.310921702869870842e+01 5.288644796391847258e+00 1.230766978623385952e-02 1.047970014648066517e+01
7.310921702869870842e+01 5.288644796391847258e+00 1.230766978623385952e-02 1.047970014648066517e+01
7.310921702869870842e+01 5.288644796391847258e+00 1.230766978623385952e-02 1.047970014648066517e+01
7.310921702869870842e+01 5.288644796391847258e+00 1.230766978623385952e-02 1.047970014648066517e+01
7.365083462579127627e+01 5.101679365697511237e+00 1.931508760428678889e-02 1.102425859835310717e+01
7.376199561466411581e+01 4.960833886263192660e+00 2.203337198896075655e-02 1.122033566893739120e+01
7.370775696684545153e+01 4.658316379933289397e+00 4.153744478146875058e-02 1.129058823921313781e+01
7.370775696684545153e+01 4.658316379933289397e+00 4.153744478146875058e-02 1.129058823921313781e+01
7.338772688074723760e+01 4.443842799862177451e+00 4.611634125507258625e-02 1.093317272614883606e+01
7.340180751499744360e+01 4.691193207554066547e+00 3.927728714010459560e-02 1.087222668190003638e+01
7.371800167173761054e+01 4.484046190656763464e+00 4.447084983481762455e-02 1.134963111162574911e+01
7.314555812866640849e+01 4.222696948357770985e+00 4.070985470291726971e-02 1.072941185721752966e+01
7.304074642836062026e+01 4.392792363102669739e+00 4.093679088228413532e-02 1.066994111982450733e+01
7.304074642836062026e+01 4.392792363102669739e+00 4.093679088228413532e-02 1.066994111982450733e+01
7.294851291317088737e+01 4.457179088710253367e+00 4.062710317780698216e-02 1.064068943167266390e+01
7.271720723962478417e+01 4.653028432614691567e+00 3.055505078018893456e-02 1.058422978400027503e+01
7.290572261644138052e+01 4.374532863125069504e+00 3.413441678917832761e-02 1.059806749127991132e+01
7.335844772103070000e+01 4.405446530610671374e+00 2.165303758742727000e-02 1.072451388169883479e+01
7.384906973896158888e+01 4.352830217464486395e+00 1.234728439345399338e-02 1.132624279787892441e+01
7.384906973896158888e+01 4.352830217464486395e+00 1.234728439345399338e-02 1.132624279787892441e+01
7.367226186367994956e+01 4.402965330895087348e+00 2.188543635484174743e-02 1.110378704270181061e+01
7.304776396275967443e+01 4.369752536624237571e+00 2.183216319053372587e-02 1.053976269894716111e+01
7.282687742146090670e+01 4.338891690340876295e+00 3.999671332129239865e-02 1.064354499659705588e+01
7.263157981011177355e+01 4.601922756573701534e+00 4.870813869269712687e-02 1.073186754205790905e+01
7.265684532663564710e+01 4.417428487678768612e+00 5.598527130481525949e-02 1.078941293383110001e+01
7.222046295891340151e+01 4.316091021950394513e+00 6.448747722164366314e-02 1.121270787865359786e+01
7.250462903425685113e+01 4.322861309772990879e+00 6.725085277697548380e-02 1.096468917394882325e+01
7.284912246935198255e+01 4.045564628040868804e+00 7.763105424288065104e-02 1.099534693806608132e+01
7.252254531782573110e+01 4.043766237298636490e+00 6.959150771835667659e-02 1.101865221674013995e+01
7.258911521260777988e+01 3.793164530747453966e+00 6.545874825278052977e-02 1.099406824265999028e+01
7.243881159809131987e+01 3.714949563163734148e+00 4.444051898387285648e-02 1.091549296303841565e+01
7.240597558895755981e+01 3.737301787171743328e+00 4.275091893576327129e-02 1.092745517934280031e+01
7.240597558895755981e+01 3.737301787171743328e+00 4.275091893576327129e-02 1.092745517934280031e+01
7.226529850236688901e+01 3.889852459742803692e+00 4.353121931622768587e-02 1.105964957130570880e+01
7.254670538985725159e+01 4.009611904724206255e+00 2.912132735684900067e-02 1.069402778061843051e+01
7.316907216465949659e+01 4.099090669928944664e+00 4.381188735413619334e-02 1.078153420839198873e+01
7.273459516634730448e+01 4.327994235911102550e+00 3.559126610175894490e-02 1.063089832652561384e+01
7.261688626737759478e+01 4.191174867575930385e+00 3.059190564040042276e-02 1.065257480210074448e+01
7.261688626737759478e+01 4.191174867575930385e+00 3.059190564040042276e-02 1.065257480210074448e+01
7.278302128928527281e+01 4.274562137361413328e+00 2.746682843934217244e-02 1.056845167045801404e+01
7.280478223114384662e+01 3.949815463482283295e+00 2.107922268160555140e-02 1.053689869208279539e+01
7.277103637241991407e+01 3.725992586324586409e+00 2.026603987861618286e-02 1.054828805806390513e+01
7.277103637241991407e+01 3.725992586324586409e+00 2.026603987861618286e-02 1.054828805806390513e+01
7.259493125670945801e+01 3.357936229794061589e+00 3.186445925573436200e-02 1.073963917133438883e+01
7.315678012973175726e+01 3.812345108101228952e+00 1.499147839978606789e-02 1.055740322688759925e+01
7.315678012973175726e+01 3.812345108101228952e+00 1.499147839978606789e-02 1.055740322688759925e+01
7.315678012973175726e+01 3.812345108101228952e+00 1.499147839978606789e-02 1.055740322688759925e+01
7.322852954719576246e+01 4.147356084746212979e+00 1.389093266829171704e-02 1.057830647000256796e+01
7.322852954719576246e+01 4.147356084746212979e+00 1.389093266829171704e-02 1.057830647000256796e+01
7.319180284084818311e+01 4.131235305010127590e+00 2.510485511791536728e-02 1.064046898058018265e+01
7.308740543424892167e+01 4.096868393469968339e+00 1.890870343216988214e-02 1.054497180114384314e+01
7.292778891388378781e+01 4.015707551943530795e+00 1.068237419675956666e-02 1.045438908044309834e+01
7.309692111294474159e+01 4.008748992689360691e+00 1.036795334484925772e-02 1.048946979738813567e+01
7.309692111294474159e+01 4.008748992689360691e+00 1.036795334484925772e-02 1.048946979738813567e+01
7.317091141548732480e+01 3.788219282266696908e+00 1.444938326454248655e-02 1.056080305728413826e+01
7.317091141548732480e+01 3.788219282266696908e+00 1.444938326454248655e-02 1.056080305728413826e+01
7.335203012935711797e+01 3.637935922754721219e+00 2.985861708617052607e-02 1.084186169748898365e+01
7.299743693760407837e+01 3.776756226740302314e+00 2.998330248924085603e-02 1.062580246228897529e+01
7.313323476711504156e+01 3.806299660906077964e+00 2.961307664213984336e-02 1.066917815594429619e+01
7.313323476711504156e+01 3.806299660906077964e+00 2.961307664213984336e-02 1.066917815594429619e+01
7.297155412316115530e+01 4.047135108000415649e+00 1.633445599097047007e-02 1.049742794593919015e+01
7.319956727777051242e+01 3.906666450153026382e+00 1.538300807533941883e-02 1.058042100206314018e+01
7.322412662027487329e+01 4.037453038358265189e+00 3.279879124941962459e-02 1.072956292080458063e+01
7.359033633102292526e+01 4.215749392976167798e+00 2.058956271365954688e-02 1.098652188854576472e+01
7.421378254676272945e+01 4.232217249811381699e+00 3.262217714266719970e-02 1.231262975143688365e+01
7.433246420516735498e+01 4.143885604982493476e+00 3.316200217016562757e-02 1.264682365697153088e+01
7.433246420516735498e+01 4.143885604982493476e+00 3.316200217016562757e-02 1.264682365697153088e+01
7.433246420516735498e+01 4.143885604982493476e+00 3.316200217016562757e-02 1.264682365697153088e+01
7.433246420516735498e+01 4.143885604982493476e+00 3.316200217016562757e-02 1.264682365697153088e+01
7.436254193038851668e+01 3.911643764021951242e+00 4.111657409646210515e-02 1.284890891470114482e+01
7.477760470467950427e+01 3.605823329231511387e+00 5.232055437799945641e-02 1.443049375618988250e+01
7.480773818622930094e+01 3.686943659170743626e+00 6.641209160890756968e-02 1.472885528103225461e+01
7.510823986160687582e+01 3.984081978456933459e+00 4.717902009641426753e-02 1.560110781111113809e+01
7.510823986160687582e+01 3.984081978456933459e+00 4.717902009641426753e-02 1.560110781111113809e+01
7.497948436146438667e+01 3.932951294562207600e+00 2.951145099011881490e-02 1.484653981454733618e+01
7.497948436146438667e+01 3.932951294562207600e+00 2.951145099011881490e-02 1.484653981454733618e+01
7.497948436146438667e+01 3.932951294562207600e+00 2.951145099011881490e-02 1.484653981454733618e+01
7.521331481243450412e+01 4.129735096431484287e+00 2.199159593275597929e-02 1.573435352057830805e+01
7.535316177193841725e+01 4.261415561117205542e+00 3.641068487420834332e-02 1.653403686667602202e+01
7.526909074999971949e+01 4.422590561804122800e+00 2.237024956889792013e-02 1.596782961525991951e+01
7.523551094307936182e+01 4.101820547307877263e+00 3.661687110793109684e-02 1.601124753409531110e+01
7.518133011867530513e+01 4.077567849315364867e+00 5.011260146612850352e-02 1.594058943572358089e+01
7.511819359327590462e+01 3.831895160488667074e+00 4.886941671707040885e-02 1.570125573466731161e+01
7.494352063516777207e+01 3.954625986036205632e+00 5.490622187599775161e-02 1.501990834247797224e+01
7.485858826223275742e+01 4.026739680152993550e+00 5.453451695343134592e-02 1.466213764615735649e+01
7.485858826223275742e+01 4.026739680152993550e+00 5.453451695343134592e-02 1.466213764615735649e+01
7.512303713409777117e+01 3.959579532023909110e+00 6.493632221755933631e-02 1.591145897447211510e+01
7.506724220810659176e+01 3.767163657614529093e+00 6.451493698656393661e-02 1.572535190176995812e+01
7.497604272980177598e+01 3.877311438429524415e+00 6.085397273840890270e-02 1.525466986872519826e+01
7.540355761848729799e+01 4.168445702579720802e+00 7.945644574841535801e-02 1.735747011850914490e+01
7.494881670663750128e+01 3.960542683417228815e+00 7.814810328765607605e-02 1.535760926410327443e+01
7.455744386417792668e+01 4.147763109036045392e+00 6.874438337615493277e-02 1.372623648363384952e+01
7.458530495236415447e+01 4.038946749577056572e+00 8.064782197549257015e-02 1.400271708063281295e+01
