# H0 k Omega_rbh chi2
72.4275 3.8652 0.1533 12.0250
72.7544 3.8687 0.1477 11.8529
72.5554 3.6132 0.1185 11.6620
72.1167 3.7160 0.1089 11.8744
72.4994 3.1333 0.1082 11.8154
72.6150 2.8257 0.1095 12.0217
72.5125 3.0413 0.1147 11.9812
72.5588 3.2894 0.1076 11.6865
72.0139 3.1561 0.1198 12.4398
72.0353 3.3227 0.1189 12.2938
72.0249 3.4076 0.1055 12.0898
72.3726 3.3746 0.1052 11.7161
72.4883 3.6743 0.1125 11.5893
72.4883 3.6743 0.1125 11.5893
72.2266 3.5632 0.1166 11.9028
72.2632 3.5830 0.1111 11.7886
72.2632 3.5830 0.1111 11.7886
72.1112 3.0476 0.1037 12.1326
72.1811 2.8626 0.1263 12.5842
71.9534 2.9249 0.1477 13.2139
72.2503 2.8419 0.1515 13.0725
72.2503 2.8419 0.1515 13.0725
72.4326 2.9104 0.1246 12.3121
72.7727 2.7473 0.1073 12.0347
72.7945 2.8514 0.1246 12.3060
72.6242 3.0263 0.1326 12.2912
72.6964 2.9298 0.1368 12.4725
72.6964 2.9298 0.1368 12.4725
73.0878 2.6542 0.1416 13.1278
72.9417 2.5263 0.1428 13.2711
73.0611 2.4440 0.1455 13.5975
72.5082 2.7564 0.1448 12.8953
72.2758 2.6321 0.1478 13.2660
72.0157 2.5809 0.1594 13.8944
72.0735 2.5436 0.1505 13.6566
72.0735 2.5436 0.1505 13.6566
72.0904 2.4377 0.1375 13.4601
71.9275 2.7007 0.1454 13.4755
71.7843 2.9833 0.1329 13.1488
71.6350 2.9014 0.1222 13.3210
71.6509 3.0571 0.1075 12.9576
71.8751 2.9346 0.1355 13.0869
71.7725 2.8267 0.1371 13.3959
72.3971 2.6006 0.1308 12.8107
72.3971 2.6006 0.1308 12.8107
72.3971 2.6006 0.1308 12.8107
72.5173 2.5527 0.1279 12.7529
72.6355 2.7236 0.1048 12.0087
72.3212 2.7797 0.0854 11.7690
72.0775 3.1413 0.0941 11.9890
72.3834 2.8051 0.0877 11.7443
72.0541 2.9535 0.0695 11.7662
71.8600 2.9106 0.0660 12.0520
71.8600 2.9106 0.0660 12.0520
71.5193 3.0866 0.0660 12.7427
71.5231 3.1125 0.0692 12.7602
71.6577 3.1439 0.0886 12.6557
71.6324 3.2870 0.0807 12.5756
72.1619 3.1564 0.0765 11.6446
71.9119 3.2024 0.0657 11.8793
71.5989 3.4098 0.0642 12.4659
72.1645 3.2528 0.0903 11.7801
71.8355 3.2933 0.0991 12.3696
72.1431 3.3042 0.1049 11.9738
72.1431 3.3042 0.1049 11.9738
72.0837 3.3343 0.0939 11.8957
72.0363 3.5119 0.1046 12.0177
72.0955 3.3952 0.1162 12.1366
71.6666 3.3862 0.1231 12.9540
71.7534 3.6210 0.1183 12.6075
71.7442 3.7038 0.1291 12.7077
71.8978 3.6499 0.1310 12.4777
72.3835 4.0676 0.1163 11.5400
72.0026 3.8789 0.1214 12.1011
71.8218 3.6369 0.1056 12.3339
71.7908 3.5639 0.1134 12.5055
71.7738 3.4979 0.1117 12.5470
71.6834 3.6197 0.0999 12.5584
71.7264 3.7538 0.1012 12.4384
71.8440 3.8511 0.1117 12.2783
72.1213 4.0321 0.0952 11.6330
72.2010 4.1395 0.1042 11.5826
72.2484 4.1433 0.1098 11.5785
72.4740 4.2510 0.1000 11.2643
72.5914 3.8049 0.1022 11.3663
72.5241 3.9013 0.1253 11.6154
72.9022 3.8180 0.1153 11.4880
72.0032 4.2378 0.1271 12.0202
72.0412 4.4170 0.1421 12.0306
72.6205 3.9994 0.1448 11.7554
72.1502 3.8357 0.1415 12.1456
72.4864 4.1091 0.1475 11.7808
72.0008 4.4751 0.1520 12.1532
72.0008 4.4751 0.1520 12.1532
72.0008 4.4751 0.1520 12.1532
72.4166 4.4745 0.1434 11.6163
72.4166 4.4745 0.1434 11.6163
72.4166 4.4745 0.1434 11.6163
72.4166 4.4745 0.1434 11.6163
72.4166 4.4745 0.1434 11.6163
72.2060 4.4880 0.1396 11.7717
72.2060 4.4880 0.1396 11.7717
72.2060 4.4880 0.1396 11.7717
72.2060 4.4880 0.1396 11.7717
72.2060 4.4880 0.1396 11.7717
72.2060 4.4880 0.1396 11.7717
72.2918 4.3650 0.1504 11.8302
72.2918 4.3650 0.1504 11.8302
72.2918 4.3650 0.1504 11.8302
72.2305 4.2270 0.1451 11.9011
72.3265 4.3834 0.1318 11.6190
72.3265 4.3834 0.1318 11.6190
72.1871 4.2777 0.1481 11.9550
72.2068 4.4065 0.1351 11.7612
72.6882 4.3159 0.1659 11.8022
72.4976 4.2770 0.1666 11.8922
72.4976 4.2770 0.1666 11.8922
72.7989 4.3669 0.1674 11.7861
73.1114 4.1471 0.1683 12.0597
72.6552 4.0300 0.1688 12.0226
72.6819 4.1291 0.1657 11.9142
72.9427 4.0736 0.1618 11.9357
73.0726 4.2485 0.1724 12.0149
73.3559 4.3204 0.1727 12.2243
72.7590 4.2938 0.1605 11.7504
72.8484 4.1835 0.1602 11.8193
73.2307 4.3032 0.1750 12.1329
73.2307 4.3032 0.1750 12.1329
73.3385 4.3722 0.1794 12.2508
73.2434 4.3010 0.1967 12.4220
73.0536 4.1896 0.1990 12.3904
73.2254 4.0598 0.1962 12.6116
73.2254 4.0598 0.1962 12.6116
73.5720 3.8399 0.1857 13.1351
73.5891 3.7825 0.1777 13.0901
73.4788 3.7762 0.1659 12.7257
73.5505 3.8230 0.1774 12.9791
73.7149 4.2393 0.1810 12.9433
73.7362 4.0064 0.1937 13.3909
73.3344 4.2476 0.1864 12.4286
73.8869 4.3450 0.1717 13.0868
73.4133 4.4135 0.1684 12.1807
73.4133 4.4135 0.1684 12.1807
73.4939 4.2861 0.1849 12.5876
73.8707 4.0838 0.1932 13.5875
73.6814 4.0278 0.1938 13.2640
73.6814 4.0278 0.1938 13.2640
73.6860 3.9332 0.1969 13.4249
73.6215 4.0878 0.1987 13.1694
73.5145 4.3105 0.1840 12.5871
73.5145 4.3105 0.1840 12.5871
72.9583 4.1288 0.1825 12.1692
73.0270 3.9929 0.1852 12.3553
73.1044 4.0447 0.1968 12.5279
73.1044 4.0447 0.1968 12.5279
73.2652 4.1513 0.1934 12.5281
73.2652 4.1513 0.1934 12.5281
73.2652 4.1513 0.1934 12.5281
72.7523 4.0234 0.1971 12.4010
73.0188 3.9634 0.1977 12.5611
73.3546 3.9735 0.1982 12.8748
73.3546 3.9735 0.1982 12.8748
73.3546 3.9735 0.1982 12.8748
73.3834 3.9895 0.1920 12.7994
73.3834 3.9895 0.1920 12.7994
73.0874 4.0764 0.1828 12.2893
73.1221 4.1614 0.1892 12.3312
73.4008 4.1545 0.1781 12.4729
73.1217 4.0381 0.1774 12.2714
73.1217 4.0381 0.1774 12.2714
73.5228 3.7289 0.1727 12.9520
73.8545 3.6399 0.1989 14.1884
73.6035 3.7416 0.1996 13.5498
73.6035 3.7416 0.1996 13.5498
73.6035 3.7416 0.1996 13.5498
73.9810 3.6519 0.1908 14.3153
73.5331 3.5222 0.1846 13.4286
73.0226 3.8662 0.1686 12.2220
72.9075 4.3389 0.1884 12.0662
73.2317 4.3375 0.1741 12.0995
72.8332 4.2287 0.1661 11.8582
73.1147 4.1586 0.1701 12.0770
72.7054 4.2512 0.1713 11.8998
73.0106 3.9434 0.1779 12.2843
73.0106 3.9434 0.1779 12.2843
72.5793 4.1196 0.1546 11.8141
72.6524 4.2918 0.1584 11.7403
72.4673 4.3930 0.1616 11.7941
72.5319 4.2333 0.1668 11.9040
72.4544 4.1872 0.1542 11.8310
72.2905 4.2102 0.1369 11.7677
72.1075 4.3912 0.1321 11.8624
72.1075 4.3912 0.1321 11.8624
72.1075 4.3912 0.1321 11.8624
72.1122 4.2439 0.1240 11.8358
71.8491 4.0920 0.1213 12.2755
71.6911 4.3636 0.1262 12.5430
72.1728 3.7419 0.1435 12.1977
71.4272 3.4378 0.1263 13.5222
71.2687 3.3976 0.1246 13.9513
71.2746 3.3813 0.1225 13.9181
71.2951 3.0419 0.1275 14.1239
71.3301 2.9934 0.1155 13.8842
70.9631 2.7634 0.1089 15.0501
71.3938 2.7437 0.0884 13.4561
71.1743 2.6543 0.0795 13.9975
71.6458 2.8105 0.0815 12.7206
71.4922 3.0699 0.0765 12.9278
71.3698 3.0279 0.0660 13.1506
71.3688 3.1247 0.0675 13.1468
71.3688 3.1247 0.0675 13.1468
71.2866 3.2816 0.0400 13.1343
71.4802 3.1698 0.0444 12.6306
71.5867 3.1034 0.0400 12.3316
72.0208 3.0208 0.0526 11.5967
71.9735 2.8712 0.0506 11.6802
72.2143 3.0648 0.0542 11.3398
72.1810 2.7911 0.0494 11.3822
72.7495 2.7957 0.0543 11.0551
72.9116 2.7942 0.0435 10.8987
72.4867 2.6713 0.0311 10.8764
71.8188 2.5396 0.0330 11.8160
71.4355 2.5817 0.0393 12.7765
71.7768 2.4778 0.0420 12.0158
71.5411 2.6092 0.0493 12.6089
71.7951 2.7561 0.0567 12.1014
72.1697 2.6967 0.0407 11.3073
72.5459 2.6245 0.0551 11.1863
72.4816 2.5134 0.0545 11.2503
72.3897 2.7946 0.0548 11.2358
72.3703 3.0292 0.0552 11.1981
72.1655 3.0791 0.0355 11.2024
72.1655 3.0791 0.0355 11.2024
71.9901 3.0289 0.0313 11.4327
72.3234 3.0053 0.0112 10.7984
72.3234 3.0053 0.0112 10.7984
72.3234 3.0053 0.0112 10.7984
72.4822 3.1996 0.0111 10.6423
72.3850 3.6412 0.0161 10.7516
72.3850 3.6412 0.0161 10.7516
72.1605 3.4239 0.0175 11.0355
72.2278 3.4704 0.0246 10.9962
72.5013 3.6251 0.0268 10.7329
72.7347 3.7761 0.0188 10.5439
72.7542 3.9421 0.0256 10.5807
72.7542 3.9421 0.0256 10.5807
72.4493 3.9984 0.0312 10.7807
72.2249 4.0817 0.0196 10.9391
71.8932 3.7162 0.0271 11.5272
71.9004 3.6354 0.0290 11.5303
71.9004 3.6354 0.0290 11.5303
71.9004 3.6354 0.0290 11.5303
72.1041 3.7486 0.0342 11.2168
71.9986 4.1123 0.0364 11.3727
72.1486 3.9878 0.0302 11.1103
72.1486 3.9878 0.0302 11.1103
72.1839 3.7399 0.0274 11.0576
71.7601 3.6401 0.0273 11.8017
71.7781 3.6615 0.0238 11.7408
71.9659 3.6378 0.0175 11.3370
71.9138 3.5482 0.0109 11.3951
71.9138 3.5482 0.0109 11.3951
71.6663 3.5933 0.0141 11.9379
71.9766 3.2556 0.0206 11.3538
72.1831 3.2421 0.0252 11.0728
72.1027 3.0040 0.0395 11.3384
72.3303 2.9281 0.0329 10.9998
72.6586 3.1295 0.0320 10.7353
72.7618 3.3185 0.0477 10.8479
72.9374 3.2842 0.0627 11.0380
73.2196 3.1094 0.0585 11.1700
73.6072 3.0329 0.0421 11.3848
73.6072 3.0329 0.0421 11.3848
73.1397 2.9747 0.0442 10.9503
73.2384 3.1493 0.0470 11.0159
73.1421 3.1211 0.0460 10.9444
72.9753 3.1684 0.0449 10.8523
73.0780 2.8911 0.0599 11.1716
73.9483 2.6270 0.0641 12.5582
74.0791 2.7936 0.0584 12.6630
74.3598 2.8570 0.0658 13.5482
74.2769 2.8263 0.0632 13.2677
74.6767 2.6842 0.0721 14.8553
74.6767 2.6842 0.0721 14.8553
75.0095 2.7061 0.0691 16.0882
74.8827 2.9273 0.0804 15.6756
74.2271 3.2555 0.0800 13.2297
74.5563 3.0037 0.0439 13.6860
74.5399 2.9088 0.0387 13.5648
74.1775 2.9072 0.0287 12.3451
73.8006 2.9920 0.0297 11.5295
73.7264 2.8990 0.0430 11.6195
73.2319 2.9031 0.0392 10.9563
73.3349 3.2000 0.0230 10.7947
73.4207 3.1700 0.0149 10.7886
73.4207 3.1700 0.0149 10.7886
73.7999 3.3211 0.0164 11.3238
73.8153 3.3922 0.0185 11.3702
73.6724 3.5107 0.0173 11.1135
73.3986 3.3389 0.0182 10.7916
73.4895 3.5899 0.0136 10.8297
73.4895 3.5899 0.0136 10.8297
72.9291 3.8648 0.0174 10.5079
72.6517 3.7712 0.0111 10.5203
72.6517 3.7712 0.0111 10.5203
